PageNumber,PageCount,ResultCount,ResultDateTime
1,1,2495,2020-11-09T12:06:17.9644446-07:00
stationNum,abbrev,usgsSiteId,measType,measDate,value,flagA,flagB,flagC,flagD,dataSource,modified,measUnit
3595,,09073791,Streamflow,2019-11-01T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-02T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-03T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-04T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-05T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-06T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-07T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-08T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-09T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-10T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-11T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-12T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-13T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-14T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-15T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-16T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-17T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-18T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-19T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-20T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-21T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-22T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-23T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-24T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-25T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-26T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-27T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-28T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-29T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-11-30T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-01T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-02T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-03T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-04T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-05T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-06T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-07T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-08T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-09T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-10T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-11T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-12T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-13T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-14T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-15T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-16T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-17T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-18T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-19T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-20T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-21T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-22T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-23T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-24T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-25T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-26T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-27T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-28T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-29T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-30T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2019-12-31T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-01T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-02T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-03T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-04T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-05T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-06T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-07T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-08T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-09T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-10T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-11T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-12T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-13T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-14T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-15T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-16T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-17T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-18T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-19T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-20T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-21T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-22T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-23T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-24T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-25T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-26T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-27T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-28T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-29T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-30T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-01-31T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-01T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-02T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-03T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-04T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-05T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-06T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-07T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-08T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-09T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-10T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-11T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-12T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-13T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-14T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-15T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-16T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-17T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-18T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-19T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-20T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-21T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-22T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-23T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-24T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-25T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-26T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-27T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-28T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-02-29T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-01T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-02T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-03T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-04T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-05T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-06T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-07T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-08T00:00:00.0000000-07:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-09T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-10T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-11T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-12T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-13T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-14T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-15T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-16T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-17T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-18T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-19T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-20T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-21T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-22T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-23T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-24T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-25T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-26T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-27T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-28T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-29T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-30T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-03-31T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-01T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-02T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-03T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-04T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-05T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-06T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-07T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-08T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-09T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-10T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-11T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-12T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-13T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-14T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-15T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-16T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-17T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-18T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-19T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-20T00:00:00.0000000-06:00,0.000000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-21T00:00:00.0000000-06:00,0.110000,P,,,,USGS,2020-08-16T02:28:19.3670000-06:00,cfs
3595,,09073791,Streamflow,2020-04-22T00:00:00.0000000-06:00,0.230000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-23T00:00:00.0000000-06:00,0.230000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-24T00:00:00.0000000-06:00,0.230000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-04-25T00:00:00.0000000-06:00,0.310000,P,,,,USGS,2020-08-16T02:28:19.3670000-06:00,cfs
3595,,09073791,Streamflow,2020-04-26T00:00:00.0000000-06:00,0.780000,P,,,,USGS,2020-08-16T02:28:19.3670000-06:00,cfs
3595,,09073791,Streamflow,2020-04-27T00:00:00.0000000-06:00,1.110000,P,,,,USGS,2020-08-16T02:28:19.3670000-06:00,cfs
3595,,09073791,Streamflow,2020-04-28T00:00:00.0000000-06:00,2.410000,P,,,,USGS,2020-08-16T02:28:19.3670000-06:00,cfs
3595,,09073791,Streamflow,2020-04-29T00:00:00.0000000-06:00,3.220000,P,,,,USGS,2020-08-16T02:28:19.3670000-06:00,cfs
3595,,09073791,Streamflow,2020-04-30T00:00:00.0000000-06:00,4.680000,P,,,,USGS,2020-08-16T02:28:19.3670000-06:00,cfs
3595,,09073791,Streamflow,2020-05-01T00:00:00.0000000-06:00,5.680000,P,,,,USGS,2020-07-21T18:54:36.7930000-06:00,cfs
3595,,09073791,Streamflow,2020-05-02T00:00:00.0000000-06:00,5.690000,P,,,,USGS,2020-08-16T02:28:19.3670000-06:00,cfs
3595,,09073791,Streamflow,2020-05-03T00:00:00.0000000-06:00,5.730000,P,,,,USGS,2020-08-16T02:28:19.3670000-06:00,cfs
3595,,09073791,Streamflow,2020-05-04T00:00:00.0000000-06:00,5.750000,P,,,,USGS,2020-08-16T02:28:19.3670000-06:00,cfs
3595,,09073791,Streamflow,2020-05-05T00:00:00.0000000-06:00,5.750000,P,,,,USGS,2020-08-16T02:28:19.3670000-06:00,cfs
